0,502,11,2,2014-05-01 16:45,2014-05-02 00:45,TDOBK,JALYJ
1,431,6,1,2014-04-30 18:14,2014-05-01 04:14,ITOLE,ASSBE
2,721,31,3,2014-05-07 14:58,2014-05-08 00:58,ANYOM,QGVVM
3,525,22,2,2014-04-08 13:46,2014-04-08 22:46,NGPIS,QEUNP
4,159,43,3,2014-05-30 12:18,2014-05-30 21:18,UILVD,ATRSZ
5,679,15,2,2014-04-06 02:12,2014-04-06 14:12,BQSWK,KAGQY
6,555,8,1,2014-04-12 08:26,2014-04-12 10:26,DTXHF,LJFPT
7,434,16,1,2014-05-15 02:16,2014-05-15 19:16,VRPIT,WQJMZ
8,637,26,2,2014-04-16 19:23,2014-04-16 21:23,KCHQW,THLOB
9,226,5,3,2014-05-11 17:31,2014-05-11 19:31,BTWJA,NNNBJ
10,189,4,3,2014-05-11 14:14,2014-05-11 16:14,SROYZ,MUKMA
11,250,14,2,2014-04-04 21:25,2014-04-05 15:25,OCMGO,BUHOW
12,464,21,3,2014-04-13 01:34,2014-04-13 19:34,BQJHC,BIQLX
13,280,13,1,2014-05-24 19:01,2014-05-25 09:01,WCAMZ,ULECB
14,733,28,2,2014-04-25 06:20,2014-04-25 22:20,AUHHU,CGDOW
15,394,11,1,2014-04-07 19:04,2014-04-08 12:04,PMYVR,HENWL
16,374,41,2,2014-04-28 05:28,2014-04-28 15:28,NYHYG,DVVDR
17,443,14,3,2014-04-01 20:47,2014-04-02 05:47,RDRHS,YFURD
18,499,47,3,2014-04-25 03:03,2014-04-25 06:03,WPYYQ,AGMAB
19,654,7,3,2014-05-25 15:37,2014-05-26 07:37,GGEFB,ZNJZA
20,450,5,2,2014-04-23 07:10,2014-04-23 12:10,FICEI,UVKBA
21,476,1,3,2014-05-22 17:08,2014-05-23 00:08,AAWEA,KDDWI
22,575,1,1,2014-04-02 23:34,2014-04-03 10:34,OIVOT,EFMPQ
23,520,21,3,2014-04-09 10:03,2014-04-09 12:03,CZTVZ,TNYRR
24,332,28,1,2014-04-18 02:44,2014-04-18 18:44,PDMEE,HNTDZ
25,309,7,1,2014-04-02 03:10,2014-04-02 17:10,JRNXO,YVCXL
26,395,44,1,2014-05-13 10:26,2014-05-14 01:26,OVKBJ,HOYGA
27,283,31,2,2014-05-04 18:18,2014-05-05 05:18,HIOQI,QFMQM
28,252,46,1,2014-05-04 20:23,2014-05-05 13:23,SLJEL,KHFNR
29,222,19,1,2014-04-02 02:51,2014-04-02 15:51,NTISP,PPYVQ
30,329,43,1,2014-04-16 02:19,2014-04-16 10:19,DHAWC,SXIRS
31,715,47,2,2014-05-01 07:04,2014-05-01 22:04,QEGAY,JDDYF
32,648,27,3,2014-04-27 15:28,2014-04-27 22:28,WITRE,OKVOV
33,622,6,3,2014-04-04 08:07,2014-04-04 17:07,RTZRS,JEQMH
34,508,25,1,2014-05-30 10:54,2014-05-30 19:54,GQRBQ,RVOMU
35,620,19,1,2014-04-07 08:44,2014-04-07 21:44,CKHNR,VRINP
36,161,40,3,2014-04-24 04:11,2014-04-24 10:11,WQVRJ,ZNAUF
37,463,17,2,2014-05-26 20:30,2014-05-27 06:30,MCSRK,NMBTW
38,652,29,3,2014-04-14 16:23,2014-04-14 22:23,JSMXL,BQBNX
39,737,6,1,2014-04-24 00:34,2014-04-24 02:34,VWXET,KFKAW
40,325,14,3,2014-05-25 01:55,2014-05-25 16:55,SUOUI,GFMXB
41,486,22,1,2014-05-23 10:46,2014-05-23 17:46,FXHIM,SLHOI
42,247,23,3,2014-04-22 15:04,2014-04-22 18:04,GGFUD,RBABB
43,274,3,1,2014-05-14 18:59,2014-05-15 08:59,ZWKXD,WLYCO
44,388,42,1,2014-04-10 23:24,2014-04-11 00:24,GBXRR,JHKZC
45,552,30,2,2014-04-01 10:47,2014-04-01 14:47,EGKPR,CQUSV
46,743,48,3,2014-04-27 06:31,2014-04-27 18:31,CKHHD,GYLHH
47,574,32,1,2014-05-05 19:32,2014-05-06 09:32,ZUFQN,WRIYX
48,271,4,3,2014-04-21 11:35,2014-04-22 01:35,JIZBT,XWIHB
49,162,30,3,2014-05-15 12:44,2014-05-15 16:44,DSLUY,JGVGE
50,286,34,2,2014-04-05 04:36,2014-04-05 08:36,DZRHC,JCPOK
51,345,22,1,2014-04-28 19:30,2014-04-29 06:30,BNDAZ,TFEFU
52,363,28,1,2014-05-15 02:16,2014-05-15 14:16,HRPBC,GLYID
53,629,14,1,2014-05-08 21:45,2014-05-09 15:45,YZMKS,HJBRT
54,452,19,1,2014-04-28 05:57,2014-04-28 14:57,NHIPJ,WMKUT
55,177,1,2,2014-04-04 17:32,2014-04-05 02:32,PSXTE,XLGEO
56,324,36,3,2014-04-23 11:02,2014-04-24 02:02,SQPWI,NAXUC
57,600,38,3,2014-05-07 10:13,2014-05-08 00:13,SSTBP,GWXWE
58,382,47,2,2014-05-23 01:58,2014-05-23 19:58,YOKON,FHDMN
59,192,37,1,2014-05-22 17:15,2014-05-23 11:15,JMUTX,HGJBA
60,291,24,3,2014-05-21 20:37,2014-05-21 22:37,FKNEB,ACPBW
61,690,46,3,2014-05-06 20:40,2014-05-07 03:40,TRWOK,BYMEK
62,356,20,1,2014-05-19 11:53,2014-05-20 00:53,IERBS,LNHQY
63,156,39,3,2014-04-28 01:22,2014-04-28 13:22,VSBEU,KBEER
64,622,21,1,2014-04-21 01:50,2014-04-21 17:50,KHNKF,TZMPS
65,229,37,2,2014-05-14 05:48,2014-05-14 12:48,EWMHH,SKXXN
66,284,36,1,2014-05-24 22:00,2014-05-24 23:00,AOWMG,CIQEN
67,631,13,2,2014-04-07 08:48,2014-04-07 12:48,PXRMZ,IXHKM
68,223,17,1,2014-05-11 05:10,2014-05-11 20:10,ZILPM,TWEGR
69,691,46,2,2014-04-09 07:30,2014-04-09 22:30,KHRYZ,WFDEO
70,400,25,1,2014-04-09 20:51,2014-04-10 02:51,TPLFT,AXZQJ
71,463,12,1,2014-05-05 18:01,2014-05-06 01:01,TSJPH,EUFUI
72,225,16,1,2014-05-20 04:46,2014-05-20 12:46,XXDWI,YSJJD
73,381,50,3,2014-05-19 00:12,2014-05-19 16:12,LYDIE,HSCQV
74,302,44,3,2014-05-13 15:58,2014-05-14 01:58,MJPMV,LRQDN
75,589,10,3,2014-05-28 17:24,2014-05-29 01:24,SCXST,HEVQM
76,480,34,1,2014-04-08 10:45,2014-04-09 01:45,BEQSU,XGYZJ
77,613,27,1,2014-04-30 00:02,2014-04-30 01:02,GCAGR,JKKWP
78,633,36,1,2014-05-10 22:18,2014-05-11 02:18,XYPSM,BXJXW
79,341,13,1,2014-05-09 02:46,2014-05-09 05:46,QSJQK,VKUWJ
80,153,45,1,2014-04-21 09:30,2014-04-21 23:30,TBFOF,UHDNL
81,186,37,1,2014-05-11 17:40,2014-05-12 11:40,YFZAX,VVSYZ
82,696,44,2,2014-04-04 09:51,2014-04-04 10:51,UYLRY,DWIFM
83,523,39,2,2014-04-29 16:46,2014-04-30 07:46,MAQIK,ZSCIN
84,701,31,3,2014-05-11 12:11,2014-05-11 15:11,UACAV,JNUFS
85,341,44,1,2014-04-24 21:49,2014-04-24 23:49,OAKPP,UGAAS
86,715,1,2,2014-04-19 11:27,2014-04-19 19:27,LDCLX,HSDDH
87,724,3,2,2014-05-21 11:25,2014-05-21 21:25,TTTID,WQTSI
88,464,14,1,2014-04-05 05:07,2014-04-05 09:07,CLWYA,MPJRQ
89,462,0,3,2014-05-13 21:42,2014-05-14 09:42,EBJPZ,XOFXV
90,227,26,2,2014-04-05 13:22,2014-04-06 04:22,ASNNL,XTIKW
91,173,34,1,2014-05-10 16:01,2014-05-11 01:01,GCQXD,VJFVW
92,249,26,2,2014-05-01 11:12,2014-05-01 20:12,MQMDS,PDOGI
93,298,28,2,2014-04-13 05:11,2014-04-13 07:11,MUBDY,NINVA
94,488,31,2,2014-04-05 10:51,2014-04-05 23:51,AAALT,GZRPK
95,200,5,2,2014-05-29 00:24,2014-05-29 05:24,SANZQ,PSYVO
96,344,37,2,2014-04-13 11:57,2014-04-13 16:57,KELHB,CKBGV
97,264,25,2,2014-04-05 18:21,2014-04-06 04:21,CEFVB,BGYMV
98,681,21,1,2014-04-25 01:10,2014-04-25 12:10,OGNBT,YTMYW
99,612,28,3,2014-05-21 17:50,2014-05-21 19:50,ICWIP,BRGDU
100,440,19,3,2014-05-06 21:48,2014-05-07 15:48,UXXDS,JZQET
101,158,41,1,2014-04-01 23:56,2014-04-02 00:56,KKBDY,MKXWZ
102,583,47,3,2014-04-04 14:44,2014-04-05 03:44,BQIPE,HXSFE
103,346,27,2,2014-05-01 21:24,2014-05-02 02:24,XZUWY,EJIIE
104,150,20,3,2014-04-28 14:48,2014-04-29 04:48,RYUXK,IQZXC
105,378,15,1,2014-05-28 08:48,2014-05-28 23:48,IRWDX,DDHUI
106,570,40,1,2014-04-23 17:56,2014-04-23 19:56,JWTWZ,PVTSE
107,247,15,1,2014-05-01 16:41,2014-05-01 18:41,IBCHL,EHVMK
108,230,19,3,2014-04-29 14:43,2014-04-29 16:43,TGHNX,MWJXM
109,402,23,1,2014-04-25 06:19,2014-04-25 17:19,IFNIO,XSAVP
110,534,22,3,2014-05-20 08:49,2014-05-20 09:49,FIDLM,SYLRP
111,263,46,1,2014-05-15 19:00,2014-05-15 23:00,QXYNB,OPXYI
112,664,0,3,2014-04-20 19:14,2014-04-21 11:14,IRVCI,FNCBF
113,360,35,3,2014-05-06 00:05,2014-05-06 02:05,AYYSY,BYVFQ
114,230,23,1,2014-05-28 17:44,2014-05-29 05:44,JWRSF,EEWPC
115,637,25,1,2014-04-25 23:35,2014-04-26 14:35,KRQXN,UHSBY
116,585,18,1,2014-05-27 14:36,2014-05-28 02:36,WGNQT,BPPRN
117,715,12,3,2014-05-27 13:42,2014-05-28 05:42,OWJNK,UYPSV
118,487,10,3,2014-04-19 16:32,2014-04-20 03:32,OPWRV,FXXLZ
119,294,24,1,2014-04-12 23:23,2014-04-13 01:23,MNDRM,EYMXO
120,539,39,1,2014-04-23 15:32,2014-04-24 09:32,ZFCLV,MWWPB
121,506,26,3,2014-05-20 20:55,2014-05-21 08:55,VRKOX,WPBWH
122,666,49,3,2014-05-17 11:06,2014-05-17 14:06,CPNUI,LWPND
123,415,50,2,2014-05-18 17:37,2014-05-19 07:37,TKXFF,RYWAJ
124,275,26,3,2014-05-13 11:11,2014-05-13 21:11,UWFVA,IKGWT
125,287,27,3,2014-05-01 12:01,2014-05-01 17:01,OMAUY,JYLCB
126,257,22,1,2014-04-12 12:19,2014-04-13 05:19,JTCXF,MPFBX
127,502,33,3,2014-05-22 08:31,2014-05-22 15:31,MUIRG,BBAJQ
128,279,50,3,2014-04-15 16:07,2014-04-15 17:07,VSMTK,AMKTB
129,302,0,2,2014-04-19 11:38,2014-04-19 15:38,SNNQK,TITCI
130,705,39,3,2014-04-15 08:54,2014-04-15 12:54,OHZGK,VFPOH
131,627,50,1,2014-05-15 09:38,2014-05-15 23:38,RUSUB,OUOYB
132,312,38,1,2014-04-28 18:53,2014-04-28 20:53,FBWLJ,LZIGB
133,416,40,3,2014-04-14 10:24,2014-04-14 21:24,OQVRK,YQBRS
